758819.948235,759330.242713,760135.424519,760211.805767,759326.423200,758498.595277
761482.344381,759599.492610,759032.641256,761804.547302,759207.186888,760523.481276
759051.260302,761442.631453,758719.547360,758722.103550,759593.244750,759769.521726
758634.104184,759148.079975,761201.387175,759124.041645,760276.479247,760263.721510
760006.757495,761309.007415,759570.740973,761158.969457,758831.138881,761256.318869
761289.180379,761053.706018,758963.910931,760767.752892,759220.743548,760933.643815
761162.334105,760013.526840,759261.996243,759878.197630,759184.735138,759114.194227
758738.084664,759282.165826,759812.303809,759779.510772,759510.897518,760263.952514
758819.358280,759738.447809,758889.633723,761169.469199,759808.742645,758696.184973
759082.752902,758499.507631,759978.992941,760582.787446,759512.115811,758281.681711
