784824.455209,776547.036709,794188.769111,797071.658192,776206.026208,801684.148467
803442.970749,781651.439511,794085.224914,801995.371511,805674.592232,775611.150117
779070.733186,797174.243057,787275.865476,800912.928083,786487.046776,801018.220890
771571.697654,779109.492696,785932.806454,802160.819551,794904.658473,796928.949662
792496.316602,779967.269006,783914.468225,794106.726189,802182.647776,786744.385414
796223.609317,794706.026933,792548.925297,792341.100124,790517.622009,777538.419696
786783.975626,778160.901219,789517.298550,795649.852550,785668.902976,799944.257501
790977.010696,786537.986921,791380.004995,804040.660824,790880.293352,774285.172052
790660.574098,800890.369899,793594.974475,801607.746509,777446.263581,770728.112784
784615.116206,796623.127182,771651.322268,777125.255078,791166.939988,796964.077079
