782848.492156,795331.893227,779931.174753,790278.213385,775316.769457,793250.340732
803212.236321,786583.063600,794223.555263,799322.550752,778801.724318,789089.825456
790885.703600,805620.560594,786762.286210,788532.389571,778464.955550,804732.087893
787687.201130,796398.699377,794240.834170,776310.826825,795329.549415,771857.397510
775615.499121,779729.491375,797718.174148,775013.763908,784000.856216,794264.073587
797697.734607,799391.919866,773250.044322,792840.138507,793071.753253,789990.471438
797253.159907,793051.002604,793173.129600,780869.696045,777794.737861,800449.679171
775799.296345,801835.175547,789092.723400,787465.840127,792914.711028,778182.824538
796294.772503,779369.907082,776958.783975,794205.677565,779348.792054,777396.673111
785278.433016,788392.246947,771171.401549,804974.187506,772825.210721,804098.774573
