829715.826219,831711.660006,811556.709734,823572.659725,829082.271268,823689.655991
831353.653020,815608.134049,821501.826443,812952.002601,813223.486303,819161.504109
808871.920748,824624.097367,824471.488579,827241.609116,809404.197191,818413.015496
827093.723409,822854.940129,818214.332025,815933.616886,808887.643396,824376.304610
826929.655196,809613.262357,815873.132257,826723.505608,818928.520424,811807.815910
819046.583153,823143.184329,823764.854700,825054.483832,822095.978135,813674.022451
826712.853311,824757.887716,815686.153274,810817.777353,816306.192954,825001.727796
819568.642925,822707.376993,826571.482334,811734.966106,824818.438502,820653.099586
816818.812394,828244.754134,812996.948824,822457.323232,813335.158406,809892.721543
814479.457630,822734.860931,813294.335169,828817.893219,815083.610045,826046.030603
821660.986753,824957.243799,814628.480403,808576.809012,826255.650678,815723.664053
829673.702932,814866.875889,821582.099412,819969.906288,823633.901007,812633.903991
824929.601743,827046.176298,816376.784464,823119.585210,809471.962871,808130.876682
822775.000801,828910.884946,825740.387485,811014.762641,825420.497470,819407.426007
813552.184476,827783.087417,810153.952916,825358.097466,816364.148573,821355.810243
825592.998720,825742.774207,822400.255358,811406.737470,821686.550760,830129.483693
809884.813745,823891.601011,827167.202538,821954.487176,818886.221890,825298.231481
821351.087860,827862.986865,815371.556407,808909.019604,818131.229295,823005.285652
818987.970840,824375.221684,826798.178657,817092.082736,813859.872018,810292.527144
817132.372828,831267.104454,827182.779089,811801.949883,822755.697518,825766.249084
831317.301298,810171.012012,811514.968794,816093.507011,830088.846904,830074.084279
830319.898738,829021.532041,810197.946193,823838.391823,826627.591408,814288.639466
812079.686114,820810.597401,820872.471442,815644.593152,831442.619844,831282.341770
813403.990137,827050.310001,816689.877427,815827.156332,824436.787826,830217.598759
817137.711487,830996.987337,809585.353474,809774.935071,813174.718561,824048.116491
828863.375659,824638.120683,823190.550258,825596.253698,810839.340087,820732.005278
825170.989800,812137.459205,814245.677957,818012.713098,824224.852025,821994.629604
830653.321227,827875.747892,812235.471929,811795.920935,813701.598973,810315.711044
822530.808550,829413.369084,821280.770715,813410.919139,809350.996002,827393.311939
811028.252529,818649.189239,828670.928519,827531.910306,812827.341658,824648.086669
