810851.0339,821465.3522
810984.3794,821544.7294
812972.1837,820886.0816
811332.2402,821372.0623
811080.2895,821605.5399
811071.6175,821608.8827
811044.4822,821619.4132
811044.23,821613.8996
811055.7647,821610.3757
811073.243,821603.4474
811077.9805,821600.312
811242.0863,821559.5066
811242.4005,821529.2367
811215.6284,821553.8705
811139.361,821486.278
811141.3873,821487.3092
811137.3123,821921.1731
811341.0902,821533.473
811306.7872,821503.6469
811307.7148,821508.9213
811316.7917,821553.0754
811307.2121,821527.1588
811306.3642,821516.2842
811306.2872,821509.2886
811301.2273,821497.1033
811965.2023,822938.5994
811929.3964,822350.2176
812026.4348,822879.1658
811971.4285,822946.2764
810961.5848,821472.0427
810965.0054,821476.204
810929.2236,821380.0253
810936.7954,821400.3063
810928.3562,821384.3918
810938.8327,821408.3106
810949.7182,821437.4009
810995.2711,821578.0479
811487.7247,821106.3708
811073.1531,821714.8607
811099.8563,821740.9747
811137.6452,821460.7435
811101.4641,821439.55
811105.3762,821425.507
811139.3729,821418.396
811054.7989,821400.8794
811110.7102,821392.8562
811123.9321,821391.5789
811179.4291,821420.9309
811230.9069,821489.8156
811229.7896,821486.5655
811221.7839,821449.4245
811199.2059,821467.765
810990.1796,821567.3456
810997.5607,821603.6967
810833.1205,821412.0994
810831.5142,821402.338
810831.2649,821406.7969
810842.8631,821386.3279
810856.3225,821380.7132
810890.2794,821371.1667
810896.5512,821368.2513
810855.624,821487.1527
810851.0339,821465.3522
810848.8905,821461.8852
810843.521,821446.2337
810843.4046,821440.2118
810843.4046,821440.2118
810842.8499,821437.087
810896.4611,821578.8807
810926.6695,821679.2964
810915.5141,821664.8698
810912.5705,821655.1885
810903.3787,821623.851
810900.0903,821616.2704
810896.9933,821604.6512
810886.1885,821571.5657
811125.0895,821489.2974
811317.6712,821489.5376
811297.7715,821493.2738
811236.5233,821483.9962
811221.4485,821437.8781
810999.6141,821596.9913
810974.8445,821518.6914
810883.6026,821371.733
811310.2958,820896.5482
811305.0105,820895.4521
811330.1782,821317.615
811329.0283,821317.7516
811313.108,821276.0112
811301.0443,821242.8401
811283.8574,822443.082
811240.7437,822421.1688
810807.6511,821619.4904
810791.5544,821476.8173
811005.84,821472.7225
810980.0507,821422.7179
810972.9345,821415.9431
810973.2891,821415.7794
811305.3232,822437.9945
811792.1943,822345.9218
811769.6234,822411.6458
811762.2997,822409.7175
811759.8074,822408.9932
811759.8074,822408.9932
811759.8074,822408.9932
811314.4149,822434.6655
811848.3651,822330.054
811769.6234,822411.6458
810969.9134,821500.1317
810978.965,821532.6748
810986.6574,821560.0514
810826.7165,821388.8595
810938.8282,821448.9867
810922.0715,821424.0871
810941.2388,821438.2436
811255.1604,822046.6302
811252.8821,821984.5223
811191.966,821449.1795
811137.1164,821516.0929
811021.0595,821463.0902
811020.4668,821462.4777
811018.981,821463.3094
811027.7202,821461.5719
811155.8461,821541.6913
811847.8821,822253.3801
811355.5707,822420.55
811463.3726,822388.5189
811324.3901,822110.537
