x
761215.021487
759311.674195
759105.358350
760207.440071
758954.135544
759986.325492
759755.441271
760240.067838
762540.790960
763627.205688
761181.406339
760610.746919
761808.827851
758186.175044
759895.315487
759783.486874
762275.575905
757939.084237
759677.292818
763418.910545
763543.758517
760593.256272
759023.643098
760210.636512
761802.315414
759603.692175
760433.706372
760048.227916
762909.680499
760175.545043
762572.721212
761525.197511
757973.383790
761464.742727
759362.847535
761495.371754
760615.971976
761550.702074
759324.656684
760551.935993
761365.730259
759958.127676
761296.885490
760557.670836
760237.441919
761876.152006
761567.635150
762962.247893
760494.862041
760486.226170
760004.757961
762040.945354
762223.720439
759527.618976
760833.691439
760700.569600
757705.577587
762869.265026
759626.118051
756048.510346
759430.017837
760530.886985
760594.458583
761430.180349
760587.985599
760295.614566
758708.698989
763538.265816
760790.510529
762149.921300
762307.951548
759079.784461
761654.617975
761956.373425
763438.152381
758333.960317
761555.507332
759921.841792
760623.550525
759905.793646
759210.115565
762297.412478
761018.836252
759433.221032
760821.265968
762133.380501
759788.976496
759429.057786
761083.763183
762160.971338
761873.215119
760782.615292
762222.045866
761420.715342
761251.439023
760896.077019
763255.483172
761679.377335
761861.030077
761363.567574
760102.547225
761811.133623
760960.080688
761884.490597
760215.711777
761419.103214
761776.785384
760382.722825
759180.570281
760890.251796
760659.736893
759342.930301
761064.267896
762072.290714
761361.660117
762423.221112
761692.914277
760290.999464
761254.485595
759551.200547
759290.682760
761363.581803
760002.121176
758253.549554
758970.598115
759644.059634
760183.439625
760943.628529
762060.978971
761392.129446
759823.472450
760060.999367
759230.433593
762984.701596
763352.421782
760896.269225
759273.884371
761129.099304
760211.370480
759746.517216
759626.142661
760052.148425
760308.152536
760161.233924
761964.181344
759476.101103
761802.458571
762189.854254
760028.034902
763620.588499
761513.718848
762353.794893
763593.197008
760054.977879
759519.756422
763896.416769
761218.794790
760995.575123
759355.842062
759249.717433
763420.411323
760282.984440
759890.469292
759041.274159
760918.334346
762084.917976
760882.727827
761828.366127
760856.953161
761378.739237
762641.610306
759828.244285
760183.633398
755690.978885
760423.430827
761624.432005
760791.073735
759300.393062
760696.704868
760111.978368
761059.913891
758281.967596
759245.427027
759790.343898
759369.431895
759256.627511
761564.157549
761457.901628
759258.197892
760663.369063
760232.319238
761851.915725
761309.896814
760288.176127
760121.721804
760304.271318
761102.146734
761416.671130
759863.974411
759676.088106
757837.805674
761158.476477
760168.397654
758520.932208
760240.408325
759723.228823
762094.445499
761949.813235
759891.413925
759332.889370
761101.373565
758320.563796
759877.633445
758959.170278
758350.492399
763727.220591
761946.909614
758920.358456
757533.493521
761911.515367
760284.141371
760478.944916
763430.141278
759995.867920
762116.031720
760724.177437
760930.034232
760966.375028
758780.264618
760224.359413
756352.915788
762433.649408
758878.654515
759341.392032
759754.222369
760327.609012
759220.684876
762138.360327
759927.711652
759473.622654
763897.701080
761634.284184
759702.648455
760810.704561
759648.910297
759985.032497
758937.196597
760100.156869
760497.904827
759810.123996
760651.262856
759879.717739
760091.401988
760262.793878
760396.938220
758218.864931
759365.161110
761043.990482
761939.945686
761399.124879
760209.426382
761852.326940
762813.526901
759401.335901
762513.117864
763579.538745
760264.015314
759783.041445
760485.167937
758600.831164
760156.473383
759735.773665
760700.349282
761492.566048
763705.675288
761678.575201
760207.669985
759344.608793
758995.876301
761340.913295
758482.384758
759423.875119
761233.215348
761448.180998
758157.144788
760926.915314
758336.881612
760673.926507
760128.717580
759317.466599
759959.896032
761212.021955
759860.025179
761516.386131
760475.109550
760191.499179
759481.652351
759841.140364
759487.911534
759035.551264
758582.448078
759300.982603
760293.740685
759422.738350
760369.108493
761365.953232
762310.531081
759493.083428
762427.159139
759278.784110
760073.854878
755512.313621
760733.816159
760549.192416
762509.036836
760491.353396
760085.679336
755580.649312
761583.067141
764166.062765
760166.145353
763510.918140
760806.382988
761017.569417
759323.645909
761166.250568
762290.040993
758936.732667
758722.380881
761545.435410
761209.146851
760891.902750
760099.738623
761488.995682
759942.606701
760461.446622
762047.852964
759087.162419
760236.477589
760149.283097
759620.257192
760762.894100
759839.300601
760583.263809
760563.367707
762011.413391
759966.521248
761759.944761
761256.054569
761184.995954
760195.377730
760112.527025
760781.800983
760234.800577
759769.937225
761606.189260
758275.680461
761065.256146
758975.814847
760776.700033
760002.058030
763706.152055
761266.169040
760201.536895
760957.210880
760922.889883
761468.056541
762044.051681
759429.790330
761594.053184
761035.251676
761061.898138
761272.553407
761145.489817
760699.969628
760716.837961
761241.036390
759502.099612
760632.468236
759829.453165
760819.635501
760875.683844
759649.792121
760840.506069
760932.532225
761590.047082
756673.635475
761639.439612
759294.819453
761210.985391
762650.828191
762041.251754
758946.755877
760778.641229
761001.308198
760281.990509
761895.937834
761903.041494
761193.013550
761091.757742
763019.950530
761040.911380
763447.604390
761220.339046
762542.787047
761294.898762
761191.890755
760121.508174
762527.226168
761033.321980
763931.439929
759562.113838
760781.363232
760796.231496
761360.114541
758888.878900
761652.188579
761639.792462
760739.383946
758134.229487
760133.491976
761878.629791
761395.345059
761122.754509
759646.239551
759170.741370
760765.145651
759749.037544
759777.241859
760275.034612
760405.703882
760819.468949
762250.043128
760719.785397
763260.282642
760189.320716
762392.118467
760057.546153
760692.100760
761176.947600
762141.253276
760159.806246
758428.770258
759077.441175
759443.724754
759168.493955
759080.913227
760478.029850
759028.911203
763530.550493
757181.961750
760725.946914
761320.495661
761548.866463
759913.947245
760901.956485
761624.688207
759728.659912
756603.780345
761076.749021
760275.324490
762585.053864
762962.024989
762432.487081
759900.222361
758905.208123
760588.512483
760175.193446
760759.861047
760214.484716
763443.420448
759441.640291
760614.640198
759530.615004
758199.078930
760715.272060
761560.938018
759178.265310
763247.982929
759429.843011
762229.966639
759208.849630
761924.483285
760168.606086
763468.332052
760162.025602
760581.956273
760928.069994
762222.581229
761029.245789
760097.574775
761329.968556
761299.464770
762057.350583
760356.263997
759399.374618
760713.460395
759938.553106
762065.793379
760555.603760
760695.849026
758354.771400
759565.229755
760182.649189
762553.603680
761445.157870
761514.651375
759522.717440
762024.307965
760591.726532
761402.839328
760447.053941
760249.540383
759539.058071
763553.295836
761702.696291
762100.064470
764237.479429
760711.709743
760568.943319
760831.262539
758288.190657
762186.707121
760754.346830
761240.393807
759911.970546
762320.978863
759047.863656
761810.579773
760724.150891
758245.255284
760947.380051
762560.138048
760084.408088
760909.506974
757540.087430
760251.326934
761483.653703
762431.342980
759600.491266
761342.997832
760239.578021
760253.750747
761476.304319
760380.156823
761959.640426
761949.855418
762729.736081
761953.666569
760916.886089
759658.649541
760422.414960
760607.124291
759015.888330
762960.946611
762742.220241
762807.043504
761920.298258
760105.786329
760340.596734
758933.193443
760929.426525
761039.735123
759996.144112
763136.577730
762070.575486
761609.790110
759891.685843
760706.003989
762190.790992
759898.305662
759300.664310
758908.596567
761376.388734
759596.985496
761197.254015
759856.229298
761890.330012
760330.803875
759682.886517
760656.685751
761471.381852
760787.562933
758839.644264
760993.925202
763651.075424
761608.510814
760678.031172
759211.614012
760386.275501
757795.380747
763675.699693
758068.372915
759098.586725
764189.807673
760191.037863
757503.880532
761280.513041
762257.084866
759729.977962
760087.744690
761238.955992
763237.011976
760900.199396
759909.946173
759171.600149
758951.379143
758918.009011
759862.606549
760214.368997
761054.040473
761737.136319
760270.802181
758914.310418
761722.217891
760827.652837
761464.382875
761002.028303
760311.434962
762899.061622
760463.465105
762096.261608
759998.157192
762571.416224
761432.050460
760776.175271
760887.386891
761098.182956
762538.923946
760492.290609
761054.880970
759662.826077
760502.809222
759680.448005
763570.365536
761648.807967
761453.877921
761023.192564
759824.415054
760498.929375
763411.606297
761199.334986
761250.667478
758483.547194
763193.287590
763399.760756
759520.587838
758959.972264
760967.133163
760242.472860
758827.236859
759929.459569
758343.065611
758971.699906
761472.248997
761298.551113
759473.964412
759596.950361
760144.311951
760560.159687
761320.068183
760091.315459
760386.085116
762124.647148
759342.677481
760305.541594
760849.973138
762193.697021
757900.525887
759991.493190
760108.794731
759001.710202
762267.183426
761801.738412
760458.660143
759337.579141
759137.902703
763200.981024
763053.586218
757518.864328
760206.300439
761090.221127
761026.707546
761275.979272
763289.447956
758555.582712
760730.490598
759747.813716
760184.603666
758972.344248
760577.731118
760073.359809
759223.166384
758191.960535
761432.861953
759177.107410
759396.280025
760103.743792
760457.696264
759240.933822
757679.597719
759023.871281
757536.901840
758335.287317
762066.788937
760465.002882
760375.316391
759649.532058
761970.147692
762054.196878
763088.273814
763924.189927
760265.090794
759822.639390
760615.919678
760437.776623
759273.952475
761264.418628
760583.301911
759275.556557
763779.059427
760643.190547
762455.027253
761095.374201
759452.305618
762088.112678
760316.343906
760578.241780
761162.896159
761161.430434
760806.460081
761889.233832
761519.177230
759644.361909
760275.902276
758864.134679
761336.982725
762931.234316
760309.461616
760133.561639
760871.462408
761233.171233
760960.572135
760105.704297
760527.140293
761172.752579
761402.738704
763879.219475
759095.176171
762387.766969
759179.020431
759562.131147
761307.942564
763022.428886
760589.082600
761318.085547
760821.765103
760132.134288
761885.810232
760242.974320
761283.124966
762197.040333
761642.334251
763238.360075
760073.842210
760817.448374
762843.714824
759706.571304
761488.510967
760162.569824
758167.034608
761799.552233
761716.695942
761216.972301
759885.642558
761139.623999
759127.297616
761126.858425
760360.975763
762314.594136
762625.445228
762085.730748
761232.400333
758806.620935
761043.077852
760286.741147
760729.124977
760751.026232
761030.008342
762345.441056
761071.057978
759039.503889
761891.337678
763189.374187
759472.082682
762061.354787
760814.074426
761320.939984
761928.423588
757819.161045
757869.908790
760654.073737
763871.560909
761017.024540
760176.174803
760948.036017
761334.047414
760513.821572
760709.876888
759725.302095
761860.483339
759334.452091
760541.728027
759036.735989
761995.961724
760505.522351
757841.830382
760826.987515
759629.140572
758509.177892
760495.273469
760502.834630
761580.772751
761439.605526
763570.341616
758152.420080
760575.943140
758213.876821
761687.284907
760601.191785
760889.380040
764201.991932
758300.754432
761999.636713
759557.860211
762322.783694
760784.019232
759743.885997
759955.750459
763601.844000
759313.564722
761755.004120
758204.322588
760032.259329
762278.897355
759265.205867
761696.963415
760037.279143
761322.524644
760145.777736
759502.090481
756743.259338
760213.622209
761527.792545
760716.222525
761048.643022
762256.163896
762386.795528
760666.588479
760088.950651
761407.125394
761983.931127
763834.723672
759280.790059
762892.585963
760718.289784
762677.323283
760602.853379
762927.495574
760693.138934
760249.298280
759378.833857
759802.825839
759728.801109
760090.864779
761990.559189
759702.634063
760355.754213
760080.931268
760402.148932
760255.074150
760263.016765
761969.351429
761659.279445
760660.594303
759824.665984
759984.344449
760397.054363
761415.403820
761838.908878
760791.467362
759111.852504
761900.410223
760686.161980
761322.202776
760896.047096
758841.265280
761001.968816
762054.285153
763245.892640
760287.761096
759259.485809
760569.437274
761089.114739
759900.862829
760970.886012
761880.152622
763641.755457
763993.508199
761447.959992
762238.573699
759647.941725
758937.934557
763949.845041
759207.644770
763781.378898
761291.521268
759037.011469
761145.610302
760186.164449
760695.183895
761259.226799
759952.313827
760707.471651
760554.958416
758480.783117
758221.224443
759455.609658
760384.776030
761532.779321
760123.594750
759740.142635
760941.523715
761296.078102
761671.497078
763353.524496
760323.899900
762184.684185
760244.343221
763086.741418
759168.730156
762390.699850
763261.829043
760976.296021
759712.202000
759327.733479
761590.360675
760182.232663
759339.925011
761973.403865
763231.458445
760738.983367
759569.129993
763618.290331
760003.612136
760851.308695
760080.557458
758357.850415
760317.242225
759991.216806
760506.343760
759870.498389
762404.457774
762492.779096
760607.366241
760293.547589
760792.397304
759855.069549
759470.096645
760887.103639
760592.537009
755486.216664
758975.236677
760867.862529
759901.395255
760563.557170
759447.642043
757563.878744
759220.283157
761151.682587
760704.913638
762038.364254
761392.939072
762770.693714
760579.990750
760230.217329
760063.125993
760522.326371
760150.463444
762034.255617
760799.269532
759668.685720
761841.517799
761038.459010
760202.927315
762500.831695
760778.857910
758309.206351
762113.886111
757859.374130
763676.026002
760542.638391
759371.618026
762226.773146
763603.266567
759466.522991
760284.149465
762123.467830
761117.268683
760315.934964
761316.077357
763589.429024
761175.413655
761621.115045
760462.041594
759141.618887
760458.577767
760842.442754
762321.444967
763842.331805
759611.782816
759583.977980
763009.747144
761147.077392
761150.514265
760565.929071
759920.617988
759336.016773
759243.452881
760189.571429
761809.481629
759597.526476
760056.831136
759399.027781
761637.138125
762742.920425
758814.319671
759852.289829
760214.746864
759410.286829
756557.418831
759314.679943
763301.762961
761062.355951
763595.975895
760248.014593
759396.677980
758278.275506
760327.009358
759844.172897
760069.483958
761138.451259
763509.817964
761121.713104
759979.897589
762380.801431
759034.032191
759882.513835
759921.766535
761155.607214
760322.092536
759689.750494
760696.061595
760641.203012
760323.336929
760047.049831
762906.632801
759890.576677
759872.914509
757826.004011
757953.616491
761862.506033
763735.079573
760131.353658
757562.884723
762842.791769
760164.942622
760441.034378
762103.150229
761142.462987
759604.175873
761283.933519
763911.450512
760023.527349
759692.592126
758247.242420
762984.955203
760512.817644
762287.344736
760454.578482
759244.394310
761249.177966
760175.780294
760806.352375
760672.945449
760506.050182
759376.583174
759178.028788
760122.929483
