812188.677278,811383.722081,812810.743068,812728.717314,811977.892534,811178.815107
812058.918106,812290.737518,811801.981422,811449.677602,812720.083339,811272.249534
812485.405837,811172.423568,812635.057707,811244.908066,811502.015552,812200.742729
811527.552339,812806.432217,812332.821445,811304.086631,812149.388654,811816.882441
811782.275076,812198.377637,812590.605722,812636.655495,811476.326647,811342.660902
812185.701249,812452.796610,812314.964625,811290.049217,812580.073447,811915.868345
812529.214268,812665.490945,811797.428913,811063.227824,811612.582853,811352.848556
811428.761720,812409.462572,811325.426032,811306.033313,812534.366092,812388.421664
811499.755024,811552.868304,812063.474898,811756.621721,811131.557368,812653.791591
811830.342511,812508.741927,812692.077931,811651.526228,811428.425132,811338.886502
811918.876584,811194.881185,812797.369422,811187.925414,812659.784833,811739.757264
812349.244804,812804.839900,811198.518567,812365.660735,811595.425643,811427.655867
812159.399407,812536.503135,811275.729954,812830.657464,812330.534544,812766.104222
812488.703435,812280.919478,812766.310031,811998.549315,812730.775557,811301.051469
812456.379178,812411.865035,811406.017490,811771.263846,811334.166484,812844.465996
811376.171801,812062.173817,811205.223147,812527.765505,812823.538613,812299.788626
811548.553162,811259.870890,812045.574422,811602.512005,812898.407608,812095.758354
812694.047553,811702.301938,811221.231059,811934.464463,812773.954735,812014.204921
812419.074139,812691.394253,811825.464091,812300.670559,811265.129087,812476.551194
812715.875498,811683.056882,811328.872086,811357.378535,812884.336050,812380.524183
812861.605218,811290.503611,811775.767299,812828.838964,811385.396790,812857.946120
812119.438061,812697.323626,811258.493788,812009.151113,811733.114786,811131.039093
812420.878715,811898.023397,811282.686696,812534.528245,811831.467667,812310.027097
811546.580683,811833.886659,812590.540052,811968.190720,812617.555400,811198.582332
811873.017128,811863.431342,812548.460692,811307.555279,811520.643926,811463.070537
811626.839383,811365.157285,811939.243021,811918.709825,812565.557356,812728.396766
811318.755563,812707.016250,811925.383822,812687.866650,812503.081654,812386.123666
812352.079062,811287.515601,811461.587924,812696.800583,812030.364827,812784.782816
811333.024880,811331.316072,811889.589758,812184.311469,811610.983107,812927.618306
812006.247171,811729.340317,811993.877757,811253.431897,811271.737694,812581.276431
