816698.27797,811396.22651,828918.859623,831707.619297,813268.39448,820350.691697
823898.438499,829454.132964,810170.735305,829556.751367,816205.372761,818141.252473
819745.723623,831518.436697,825317.988274,824549.716659,824608.435803,811498.444121
811525.95176,813573.72186,815167.653962,823998.999819,829153.222715,815088.275285
812019.626209,831835.753425,820788.586421,813328.765343,830989.632546,810249.573057
829400.983411,818013.330401,810723.845062,826032.972742,830407.369289,818291.406464
810672.318037,820137.022313,827237.278727,820229.883752,830915.359911,826013.438824
826838.751371,823566.601351,814156.804025,817402.250315,828448.333574,827390.02133
810739.470351,829087.860407,814845.577682,817030.462477,826527.824213,820302.633812
814978.236173,831739.078328,824255.965169,815492.246185,814247.37114,824296.889714
820251.089596,827777.988774,820036.830876,813680.230842,820488.038512,815774.978216
813484.546927,831963.300173,819926.068286,824318.123067,812472.061695,823490.671936
825536.746874,826040.524031,816159.828798,826101.479381,824000.602813,811159.281571
830703.257088,828251.99783,816133.645028,813438.873437,822089.58518,831343.769387
822264.486813,815679.212865,814218.436045,826050.437349,827098.126239,811168.312706
829853.953322,811295.044139,813416.912941,830959.565311,810870.670087,821996.394177
813097.335569,830755.010161,819180.614168,821982.955906,812365.630312,830738.52033
821273.106279,821167.981081,830909.760067,823847.423538,812191.898838,830055.81045
831560.407733,818246.868106,827560.387544,815348.287435,814996.570608,814451.751835
824444.782535,826790.94873,815793.012382,813894.893054,821781.610367,830777.856531
814681.762039,815793.424188,830433.700007,823398.928654,826784.519187,828484.955461
825162.150609,814081.807615,828401.910361,812415.865538,827602.752924,830868.340968
823754.133048,819204.349056,820908.078005,813412.527624,811049.598505,825764.516952
811084.583175,824647.155852,813826.81972,826205.191709,812600.497134,814503.252477
813684.747558,825958.88909,823270.871907,817753.801291,817811.589972,830029.288211
822455.90527,829495.45025,812435.375872,820324.181361,822715.126357,830088.842121
828846.235142,813651.213899,830148.934852,822461.301209,828591.387973,814769.465812
820650.181595,824477.615247,825433.044651,812671.956013,819829.17413,823033.048921
824922.315611,825258.953046,815710.086076,825680.60276,824296.702018,812638.571977
825353.010284,825220.945143,823038.238795,816810.205494,828387.526949,813204.394086
