809168.666982,816370.900823,811459.068972,810253.43358,817425.222157,814822.559665
815016.36057,817174.944093,817441.226262,810087.438432,809425.552311,810339.162673
810046.056564,810683.723345,815213.02905,816341.994687,818166.013631,811456.524811
812560.8969,814816.451892,809214.204299,812785.71876,809809.08569,817548.064219
818274.781454,810923.369373,818350.098244,809620.847865,811995.225301,809271.582048
816659.433649,812524.201598,809833.302384,809482.01766,809943.974571,816065.1684
810027.237437,812299.111031,809820.337329,815791.165758,810693.47474,809541.391233
811154.665039,812518.339682,814674.685877,810414.466025,809309.679022,809249.665579
815766.985878,810304.397567,818011.67276,815610.950596,809503.181673,809593.565456
809736.124491,809816.467439,816022.216747,809326.557603,814091.594303,811018.527474
809835.280202,817175.185803,810314.550897,816823.397966,817980.451285,811886.311786
812730.964059,812601.860996,809336.303776,809979.547416,811794.653046,809534.833827
817772.366757,810091.63025,810014.364904,809175.787023,810387.027943,815912.369243
811439.851068,809706.062471,814310.769107,815563.269827,809208.290931,816945.512544
810478.627713,814749.771922,816395.827924,816915.830849,809463.838625,809869.159963
816201.138162,810618.930218,809755.821358,811300.181389,812291.354252,814975.223152
816987.584253,815845.520599,812123.04712,811596.100427,814147.535334,809315.754351
818159.258425,810620.277516,810018.650679,810814.744883,811141.509251,810806.433963
817095.883947,815648.653848,809981.316761,810213.100702,811771.918779,810434.478909
810341.142086,810013.548997,812856.365371,816475.410452,810171.972695,816286.69605
816837.395249,815945.40341,809672.016855,810946.919874,810418.423878,816282.834544
817773.167614,809620.354273,810606.127552,815820.458144,810227.333354,816566.297532
811825.56607,809740.184664,810089.783768,816909.913078,812820.340816,816574.25872
814655.664993,809978.65079,815929.120983,809624.405764,810992.003069,812763.583639
817589.753698,812137.174345,815591.475587,809678.779867,810606.735527,811100.358937
815135.614468,817684.344389,816733.961676,809819.379353,810438.584814,809726.123912
815964.405022,809367.771817,811590.114839,817456.434019,816288.834918,809233.173685
814532.938425,810357.065182,809948.053721,810098.773178,815753.435781,817627.504507
809166.425043,815189.309681,809271.69748,811561.388641,809566.895982,809393.238322
813176.756193,815156.732556,810510.266981,813564.573872,810021.150342,809183.370037
