751824.207532,750877.115266,751819.812969,743511.721879,744569.142205,745755.211987
748820.316879,747514.391428,744970.586813,752176.179316,749165.134719,747000.989057
749334.869889,752493.125004,752516.372014,746866.255556,743548.052477,750595.870864
750964.078050,750534.786178,745740.705742,751947.043796,743429.395794,746694.092267
751670.342455,747748.452447,751836.429129,752062.822975,745475.108619,751896.035562
743220.499828,747687.351545,745957.979638,744695.167242,751871.680605,744597.242919
751539.980729,751124.297637,750148.425660,749397.473963,743596.687550,751702.627391
750245.348141,748217.217017,751150.183954,752503.907578,748728.875689,747079.267186
745716.669658,752446.610710,750975.334926,744572.056281,751409.040536,747204.494100
749771.179760,751624.230951,750950.707261,743791.754015,749812.896885,746531.731287
749671.453517,751643.615510,743315.816866,749908.971010,748905.843474,746296.309526
751529.939310,750764.459537,744900.413000,748965.049149,746545.052370,750825.305629
745415.631772,743928.762401,747171.075808,752448.802928,750057.295798,751772.975752
746618.298792,749892.743281,750956.224998,750895.921581,748964.815642,751238.797027
746896.951292,751716.406980,745875.994679,744806.547969,751738.444584,749669.749913
749200.061047,745785.954240,749193.182704,751029.380877,752116.293447,746959.395266
744460.616593,750739.331976,744153.104688,744532.011334,746482.367366,751713.918500
744869.717657,750623.006151,750585.870190,750158.836665,752000.878714,750234.259811
744895.476513,747632.191151,744416.040579,751096.437821,751851.445723,749098.695501
751669.438707,746955.125683,751744.015800,747052.700300,749674.638027,747197.851825
751597.901537,751069.974082,747811.088621,751734.578480,751095.632025,747421.902259
752360.668476,747821.932315,752393.399600,750512.673203,751991.535670,749710.104624
751728.243570,743271.259035,750912.328722,752203.447408,746803.344485,744564.906081
751813.921571,746776.057718,749502.044796,750633.564959,746173.042076,752464.663402
744025.801493,749938.038198,744725.077757,752155.396279,751798.259132,746179.668438
746766.835342,746894.948736,749862.555504,749694.000697,751093.501673,752347.681679
750858.881636,748543.759108,751072.651548,744286.998983,743730.760899,747303.724895
748138.707710,751686.475969,746800.931488,746283.220810,751581.777378,747339.892252
752345.570353,744639.609484,744917.683987,749741.221831,751336.742609,743340.040520
745368.021427,751676.977047,746867.813800,743955.498132,752519.911569,750501.815170
