761237.636135,761576.949956,763325.378089,764009.610268,762626.589172,761489.291480
761801.673073,762094.609569,762072.804718,761304.544435,761660.076821,763277.863189
761779.388700,761653.827990,761366.859387,762002.007576,764116.279189,761906.824423
762835.598144,763468.076668,762956.127081,761252.869797,762677.837717,763951.540941
761343.220707,761533.078897,762239.330665,761805.246449,761608.930959,764276.863755
762659.518583,761584.550979,762217.532931,763600.497002,761224.944769,763230.077259
762679.568607,763290.249239,761285.390082,762871.024379,762083.232810,761364.715319
762957.706511,761222.445872,761323.129904,763446.148176,761541.507432,761278.859296
763424.097425,762651.939133,763640.248477,761455.783650,761229.845651,763059.044866
762150.977248,761348.235897,762172.648495,764186.649248,762103.364051,763430.456847
763847.760136,761281.223809,763508.698941,762034.369213,763749.674574,764021.819019
761319.862085,761616.603342,762476.045877,763373.307732,763052.228368,763861.040717
762721.179520,762218.584708,762173.355399,763664.731619,762691.759416,761402.263884
762726.933918,762086.442466,761800.341389,763122.045569,762811.119972,761258.846826
761848.381125,761480.239958,763107.246513,762917.197522,763508.722646,761978.822624
763767.560918,761548.548847,761799.230055,761588.368119,761553.905025,764203.724224
761952.294908,763041.761634,761305.654759,761951.503316,763859.485599,761246.150518
764007.257785,761454.460192,763985.476281,762830.635441,761251.814153,763289.327406
762642.052440,762635.813656,763774.386712,761258.734493,764101.646671,764002.558216
761404.090788,761710.294510,762073.692956,763784.975804,761396.833728,763392.398304
761230.176818,763708.427498,761513.104296,762678.278410,764226.100377,763767.796586
761363.073000,762467.648705,762578.223739,763076.359077,763749.900485,762821.403145
762717.266601,763751.938163,761387.531293,761437.170065,762128.012740,764185.716799
761219.693313,762911.040204,762999.191659,761806.332214,761674.643268,761439.105064
762219.635406,763755.802526,762513.820518,761355.863060,763916.717665,763836.150978
762636.650679,761327.648143,762292.198288,763372.403907,762559.024882,761349.328168
763433.988265,764018.505005,761241.006142,761719.793585,762314.888213,761541.734428
763877.885713,761225.683684,762553.885293,762301.322748,763374.219748,761923.442313
761217.682956,763351.660608,763115.940829,763551.792042,762392.102160,762492.883986
762380.433114,764114.874521,762063.264910,762036.849789,761264.071315,763114.026362
